property_no,description,debt_amount,event_description,event_datetime
742970700,Hamilton,31.64,URGS Application Successful Letter FC2024/19355,17/12/2024
1244430400,Tarrington,650,URGS Application Successful Letter FC2024/19356,17/12/2024
5210430350,Warrnambool,650,URGS Application Successful Letter FC2024/19360,17/12/2024
9333261600,Portland,383.45,URGS Application Successful Letter FC2024/19414,18/12/2024
241500250,Casterton,650,URGS Application Successful Letter - FC2024/19583,23/12/2024
242991100,Casterton,235.46,URGS Application Successful Letter - FC2024/19584,23/12/2024
2011405150,Allansford,197.19,URGS Application Successful Letter - FC2024/19585,23/12/2024
2205190350,Camperdown,235.46,URGS Application Successful Letter - FC2024/19586,23/12/2024
3202525250,Koroit,139.65,URGS Application Successful Letter - FC2024/19587,23/12/2024
5002990750,Timboon,581.79,URGS Application Successful Letter - FC2024/19588,23/12/2024
5209180200,Warrnambool,546.18,URGS Application Successful Letter - FC2024/19589,23/12/2024
5212100225,Warrnambool,223.66,URGS Application Successful Letter - FC2024/19590,23/12/2024
9330130400,Portland,281.75,URGS Application Successful Letter -FC2024/19591,23/12/2024
9331410800,Portland,200.95,URGS Application Successful Letter - FC2024/19592,23/12/2024
9331481600,Portland,650,URGS Application Successful Letter - FC2024/19593,23/12/2024
9331970450,Portland,192.75,URGS Application Successful Letter - FC2024/19594,23/12/2024
9332515740,Portland,212.98,URGS Application Successful Letter - FC2024/19596,23/12/2024
743192000,Hamilton,118.87,URGS Application Successful Letter - FC2025/00023,2/01/2025
3008233400,Cobden,192.18,URGS Application Successful Letter,7/01/2025
3603402450,Mortlake,368.04,URGS Application Successful Letter - FC2025/00500,14/01/2025
5210520150,Dennington,234,URGS Application Successful Letter - FC2025/00502,14/01/2025
5244990360,Warrnambool,281.06,URGS Application Successful Letter - FC2025/00504,14/01/2025
742221250,Hamilton,391.11,URGS Application Successful Letter FC2025/00924,22/01/2025
743081950,Hamilton,409.25,URGS Application Successful Letter FC2025/00928,22/01/2025
744292200,Hamilton,569.67,URGS Application Successful Letter FC2025/00942,22/01/2025
3008233350,Cobden,650,URGS Application Successful Letter FC2025/00946,22/01/2025
3806630075,Noorat,219.68,URGS Application Successful Letter FC2025/00949,22/01/2025
4800760650,Terang,207.15,URGS Application Successful Letter FC2025/00950,22/01/2025
9331910300,Portland,185.38,URGS Application Successful Letter FC2025/00954,22/01/2025
740775650,Hamilton,318.67,URGS Application Successful Letter - FC2025/01168,28/01/2025
5200430650,Warrnambool,259.01,URGS Application Successful Letter - FC2025/01170,28/01/2025
5206151400,Warrnambool,650,URGS Application Successful Letter - FC2025/01171,28/01/2025
9331303580,Portland,628.08,URGS Application Successful Letter - FC2025/01174,28/01/2025
9331482750,Portland,370.44,URGS Application Successful Letter - FC2025/01176,28/01/2025
9332513350,Portland,409.69,URGS Application Successful Letter - FC2025/01178,28/01/2025
9332683550,Portland,321.29,URGS Application Successful Letter - FC2025/01188,28/01/2025
9333090050,Portland,414.56,URGS Application Successful Letter - FC2025/01196,28/01/2025
240130800,Casterton,650,URGS Application Successful Letter - FC2025/01198,28/01/2025
442870550,Coleraine,650,URGS Application Successful Letter - FC2025/01199,28/01/2025
740960350,Hamilton,650,URGS Application Successful Letter - FC2025/01201,28/01/2025
9333250950,Portland,650,URGS Application Successful Letter - FC2025/01205,28/01/2025
9333632000,Portland,650,URGS Application Successful Letter - FC2025/01209,28/01/2025
9330630300,Portland,NULL,URGS Application Successful Letter,29/01/2025
9132320200,Heywood,650,URGS Application Successful Letter FC2025/01223,29/01/2025
5207901300,Warrnambool,190.87,URGS Application Successful Letter FC2025/01225,29/01/2025
5207474600,Warrnambool,175.21,URGS Application Successful Letter FC2025/01230,29/01/2025
5206330950,Dennington,650,URGS Application Successful Letter FC2025/01242,29/01/2025
5206174950,Warrnambool,331.79,URGS Application Successful Letter FC2025/01245,29/01/2025
5204280650,Warrnambool,625.52,URGS Application Successful Letter FC2025/01253,29/01/2025
3607321275,Mortlake,447.47,URGS Application Successful Letter FC2025/01255,29/01/2025
2210682300,Camperdown,144.68,URGS Application Successful Letter FC2025/01257,29/01/2025
2206380550,Camperdown,414.4,URGS Application Successful Letter FC2025/01260,29/01/2025
2204610550,Camperdown,422.96,URGS Application Successful Letter FC2025/01262,29/01/2025
743690700,Hamilton,650,URGS Application Successful Letter FC2025/01264,29/01/2025
742296800,Hamilton,310,URGS Application Successful Letter FC2025/01268,29/01/2025
741421450,Hamilton,201.25,URGS Application Successful Letter FC2025/01270,29/01/2025
5205850850,Warrnambool,NULL,URGS Application Successful Letter,4/02/2025
5205850850,Warrnambool,650,URGS Application Successful Letter - FC2025/01866,6/02/2025
9131390885,Heywood,184.84,URGS Application Successful Letter - FC2025/01870,6/02/2025
9230040790,Port Fairy,261.18,URGS Application Successful Letter - FC2025/01871,6/02/2025
942840350,Merino,650,URGS Application Successful Letter FC2025/02090,11/02/2025
3010150200,Cobden,650,URGS Application Successful Letter FC2025/02092,11/02/2025
3603402450,Mortlake,281.96,URGS Application Successful Letter FC2025/02137,11/02/2025
5202970050,Warrnambool,203.21,URGS Application Successful Letter FC2025/02140,11/02/2025
5206240550,Warrnambool,163.97,URGS Application Successful Letter FC2025/02143,11/02/2025
5207480200,Warrnambool,193.96,URGS Application Successful Letter FC2025/02145,11/02/2025
5207720400,Warrnambool,650,URGS Application Successful Letter FC2025/02147,11/02/2025
5208803160,Warrnambool,213.37,URGS Application Successful Letter - FC2025/02193,12/02/2025
9331922900,Portland,459.84,URGS Application Successful Letter - FC2025/02195,12/02/2025
243670050,Casterton,223.93,URGS Application Successful Letter FC2025/02381,17/02/2025
9333631650,Portland,239.9,URGS Application Successful Letter FC2025/02384,17/02/2025
9332121950,Portland,NULL,URGS Application Successful Letter,17/02/2025
9332513350,Portland,212.58,URGS Application Successful Letter FC2025/02387,17/02/2025
9331970450,Portland,191.06,URGS Application Successful Letter FC2025/02389,17/02/2025
9331301380,Portland,114.25,URGS Application Successful Letter FC2025/02399,17/02/2025
9330734900,Portland,650,URGS Application Successful Letter FC2025/02401,17/02/2025
9231650200,Port Fairy,650,URGS Application Successful Letter FC2025/02403,17/02/2025
5205830050,Warrnambool,494.42,URGS Application Successful Letter FC2025/02410,17/02/2025
2601170200,Caramut,650,URGS Application Successful Letter FC2025/02412,17/02/2025
2205190350,Camperdown,125.84,URGS Application Successful Letter FC2025/02413,17/02/2025
743361450,Hamilton,358.32,URGS Application Successful Letter FC2025/02416,17/02/2025
740681550,Hamilton,226.63,URGS Application Successful Letter FC2025/02418,17/02/2025
741910150,Hamilton,650,URGS Application Successful Letter - FC2025/02743,24/02/2025
2204610300,Camperdown,650,URGS Application Successful Letter - FC2025/02754,24/02/2025
5202140300,Warrnambool,650,URGS Application Successful Letter - FC2025/02756,24/02/2025
9333261600,Portland,201.02,URGS Application Successful Letter - FC2025/02757,24/02/2025
9331210300,Portland,257.67,URGS Application Successful Letter - FC2025/02760,24/02/2025
3002740100,Cobden,650,URGS Application Successful Letter - FC2025/02762,24/02/2025
742340750,Hamilton,650,URGS Application Successful Letter - FC2025/02763,24/02/2025
5206174250,Warrnambool,394.77,URGS Application Successful Letter - FC2025/02764,24/02/2025
9133181600,Heywood,155.57,URGS Application Successful Letter - FC2025/02770,24/02/2025
9332515740,Portland,287.27,URGS Application Successful Letter - FC2025/02779,24/02/2025
743194350,Hamilton,243.73,URGS Application Successful Letter - FC2025/02782,24/02/2025
5215490150,Warrnambool,290.07,URGS Application Successful Letter - FC2025/02783,24/02/2025
5200443800,Warrnambool,178.8,URGS Application Successful Letter - FC2025/02787,24/02/2025
3002795250,Cobden,189.46,URGS Application Successful Letter - FC2025/02789,24/02/2025
740775650,Hamilton,53.39,URGS Application Successful Letter - FC2025/03155,3/03/2025
5214070500,Warrnambool,650,URGS Application Successful Letter - FC2025/03162,3/03/2025
5212670225,Warrnambool,126.96,URGS Application Successful Letter - FC2025/03166,3/03/2025
5211050950,Warrnambool,650,URGS Application Successful Letter - FC2025/03170,3/03/2025
9331302420,Portland,478.63,URGS Application Successful Letter - FC2025/03176,3/03/2025
5206120300,Warrnambool,37.46,URGS Application Successful Letter - FC2025/03179,3/03/2025
742981300,Hamilton,597.05,URGS Application Successful Letter - FC2025/03182,3/03/2025
5204310650,Warrnambool,650,URGS Application Successful Letter - FC2025/03183,3/03/2025
