fk_financial_year,month,pk_porg,pk_account,pension_type_desc,amt_debit
202021,12,140817,30098715,Social Security,16.74
202122,12,83659,30034170,Health Card,0
201819,12,87987,30038566,NULL,520.15
201920,12,129211,30075687,Health Card,0
201920,12,84757,30035241,Social Security,0
201718,12,48896,30048226,Social Security,0
201718,12,94545,30071438,Social Security,0
201920,12,88607,30039189,NULL,2.25
202122,12,67403,30026180,Social Security,0
201920,12,128737,30036966,Social Security,0
201920,12,55683,30041001,Social Security,0
201920,12,137149,30093967,Social Security,93.61
202324,12,123803,30105080,Health Card,15.6
201920,12,117532,30034621,Social Security,0
202223,12,145275,10009253,Social Security,182.33
202324,12,139690,30034908,Social Security,0
202223,12,4917,10005812,Social Security,0
202223,12,66617,30025085,Social Security,0
202324,12,117500,30062863,Social Security,232.75
201920,12,105100,30036431,Health Card,61.71
202122,12,25956,10018172,Social Security,0
202324,12,151882,30070951,Health Card,0
201920,12,143361,30027603,Health Card,380.34
201819,12,88362,30038944,Social Security,107.33
201920,12,17878,10017777,Social Security,0
202021,12,17881,10017780,Social Security,0
202122,12,90962,30038082,Social Security,164.41
202324,12,32941,10002140,Social Security,0
201718,12,64234,30022137,Social Security,0
202122,12,92703,30059245,Health Card,0
201920,12,94988,30029783,Social Security,0
202021,12,146814,30094386,Social Security,0
201920,12,134869,30004912,Social Security,0
201819,12,115858,30085880,Social Security,0.34
202021,12,91417,30035460,Social Security,0
202425,12,98054,30038040,Health Card,262.16
201819,12,133413,30080151,Social Security,0
202021,12,32478,10001910,Social Security,0
201718,12,33170,30040683,Social Security,0
201920,12,113074,30058992,Health Card,22.33
202223,12,89398,30072495,Social Security,11.89
201718,12,94725,30023772,Social Security,0
202021,12,60839,30018311,Social Security,0
202122,12,552,10000451,Social Security,0
202324,12,150557,30037824,Social Security,197.73
201718,12,22085,10021984,Social Security,0
201718,12,108226,30009235,Social Security,0
201819,12,125267,30091027,Social Security,0
202324,12,143941,30091272,Social Security,133.85
201718,12,135909,30084528,Social Security,0
202021,12,151391,30023976,Health Card,0
202223,12,113857,30017238,Social Security,0
202021,12,124856,30071175,Social Security,10.76
202425,12,167155,10016485,Social Security,0
201718,12,128279,30087420,Health Card,0
202223,12,21770,10021669,Social Security,0
201718,12,132744,30088241,Social Security,0
202021,12,61154,30018666,Social Security,0
202324,12,76002,30114930,Social Security,79.47
202425,12,54627,10014240,Social Security,182.16
202425,12,122538,10016042,Health Card,96.96
201819,12,92123,30035679,Veteran,41.65
201718,12,132618,30084922,Social Security,0
201718,12,33931,30010386,Social Security,241.92
202223,12,840,10000738,Social Security,0
202021,12,99297,30093761,Social Security,0
202021,12,125847,30082338,Social Security,0
202122,12,51058,30064393,NULL,0
201819,12,51980,30001086,Social Security,0
202021,12,88398,30034509,Social Security,169.23
202122,12,141771,30037102,Social Security,194.71
201819,12,51807,10018888,Social Security,0
202324,12,131079,30061064,Social Security,0
201718,12,52054,30087129,Health Card,69.29
201819,12,143566,30017907,Social Security,0
201819,12,113816,30087430,Social Security,21.46
202223,12,91139,30031749,Social Security,0
202324,12,69627,30069711,Social Security,0
201718,12,87982,30038563,Social Security,203.89
202021,12,32410,10000898,Social Security,0
202223,12,128877,30092115,Social Security,242.29
201819,12,86331,30036898,NULL,221.89
201920,12,63510,30021781,Health Card,0
202425,12,106945,30036032,Social Security,204.15
201819,12,105366,30089072,Social Security,0
202324,12,102186,30049120,Health Card,0
201819,12,120991,30089194,Social Security,5.72
202223,12,88085,30038666,Health Card,0
202425,12,122072,30067907,Social Security,13.49
202425,12,108735,10012773,Social Security,251.45
201920,12,143998,30091327,Social Security,9.11
201718,12,46435,30007009,Social Security,0
201819,12,70198,30075137,Social Security,9.43
202425,12,153507,10004031,Social Security,0
202223,12,74016,30085815,Social Security,324.19
201819,12,43672,30086909,Health Card,0
202021,12,147255,30095869,Social Security,0
202425,12,63277,10018235,Social Security,216.19
202223,12,106986,30079366,Social Security,0
202122,12,114736,30083863,Social Security,0
202122,12,120393,30038059,Social Security,0
201819,12,131465,30077951,Health Card,0
201819,12,82442,30032807,Social Security,0
202324,12,28872,10018048,Social Security,0
201718,12,29559,30002621,Social Security,24.22
201920,12,86362,30036936,NULL,210.68
202021,12,139006,30090906,Health Card,0
201819,12,32634,10004043,Veteran,0
201920,12,138454,30035090,Social Security,16.29
202324,12,128342,30075121,Social Security,0
201718,12,127771,30087469,Health Card,0
201718,12,70259,30028466,Social Security,0
202122,12,27654,30092536,Social Security,0
202425,12,8241,10011918,Social Security,297.93
202425,12,20858,10020757,Social Security,0
201819,12,127994,30037389,Social Security,0
202021,12,113695,30098217,Social Security,20.22
201920,12,51187,30063336,Social Security,58.95
202021,12,139556,30097023,Health Card,0
201819,12,124775,10015819,Social Security,0
201920,12,142073,30088954,Social Security,0
201819,12,128827,30075298,Social Security,52.22
201819,12,144582,30026561,Social Security,0
202122,12,104952,30007058,Social Security,219.84
202425,12,83473,30033893,Health Card,191.21
202122,12,106283,30033582,Health Card,0
202122,12,116295,30035417,Social Security,0
202021,12,92124,30038523,Social Security,176.07
201819,12,2283,10002182,Social Security,0
202324,12,127771,30109300,Health Card,140.98
202425,12,81268,10009046,Health Card,197.73
201819,12,86506,30037079,Social Security,199.98
202425,12,123496,30119934,Health Card,18.25
201718,12,11028,10010927,Social Security,0
201718,12,122989,30039461,Social Security,3.22
202021,12,145579,30099690,Health Card,452.89
201718,12,7123,30067458,Social Security,162.86
202021,12,119598,10018637,Social Security,0
202223,12,31554,10015204,Social Security,160.46
202425,12,91379,30093180,Social Security,4.92
201718,12,14065,30013364,Social Security,227.14
202122,12,157512,10019091,Social Security,0
202122,12,103223,10022214,Social Security,0
201819,12,142131,30090599,Health Card,2.06
202223,12,141244,30088307,Social Security,0
202425,12,86507,30037080,Social Security,214.11
202324,12,53148,10003843,Social Security,115.75
201920,12,138279,30085233,Social Security,0.91
202223,12,135776,30037157,Social Security,0
202425,12,54957,30112008,Social Security,170.87
201718,12,84319,30035098,Health Card,0
201920,12,33895,10004216,Social Security,0
202425,12,50481,30109069,Health Card,0
202021,12,99886,30095445,Health Card,0
202223,12,151195,10018199,Health Card,0
201819,12,66646,30025119,Social Security,0
201718,12,20658,10020557,Health Card,934.19
201718,12,67069,30025640,Social Security,0
202122,12,138942,30033571,Social Security,456.59
201819,12,136031,30037618,Health Card,20.69
201920,12,89508,30040090,Social Security,11.67
202122,12,87215,30037794,Social Security,46.94
202425,12,1280,30072388,Social Security,200.56
201920,12,113128,30034441,Social Security,0
202223,12,112631,30043022,Social Security,174.35
202021,12,19920,30006146,NULL,0
201920,12,87598,30038177,Social Security,185.19
202122,12,75541,30028450,Health Card,208.6
202122,12,94593,30033192,Social Security,0
201920,12,94708,10014971,Health Card,0
202223,12,86222,30038570,Social Security,168.98
202122,12,81639,30031951,Social Security,0
201718,12,133831,30080564,Social Security,0
202223,12,150328,30108413,Health Card,9.25
202324,12,140083,30111728,Social Security,16.73
202425,12,112821,30041716,Social Security,167.94
202021,12,37630,10012640,Social Security,426.82
202021,12,34603,30097514,Social Security,0
202324,12,82066,30032428,Social Security,256.61
201718,12,89716,30040298,Social Security,0
201819,12,88392,30031267,NULL,0
202324,12,137655,30036893,Social Security,0
201819,12,27441,30002441,Social Security,0
202223,12,141655,10018014,Social Security,173.58
202122,12,95001,30067302,Social Security,0
202223,12,69380,30029212,Social Security,0
202223,12,7612,10007511,Social Security,0
201718,12,123358,30084701,Social Security,0
202021,12,19219,10019118,NULL,2.23
201718,12,89584,30032257,Health Card,1224.55
202223,12,35491,10007811,Social Security,0
202021,12,130279,30037857,Social Security,619.9
201718,12,75978,30051829,Social Security,0
201718,12,132953,30079599,Social Security,1219.58
201819,12,127068,30073489,Social Security,112.47
201819,12,86674,30037249,Social Security,194.58
202223,12,147828,30051372,Social Security,11.04
201718,12,124062,30041383,Health Card,0
202021,12,151468,30099864,Health Card,118.63
202223,12,85715,30036282,NULL,2.18
202425,12,141487,30091618,Social Security,0
201819,12,29545,30006645,Health Card,112.98
202021,12,140919,30087854,Health Card,0
202021,12,30715,10007705,Social Security,0
202425,12,141620,30037881,Social Security,59.86
201819,12,85611,30036178,Social Security,0.03
201920,12,91139,30031749,Social Security,0
202223,12,149088,30097128,Social Security,13.22
202223,12,33722,10003891,Social Security,0
202223,12,26663,30065522,Health Card,108.86
202021,12,29691,10016606,Social Security,0
201819,12,35290,10007390,Social Security,0
201819,12,89178,30087947,Health Card,0
202324,12,38226,10015092,Health Card,0
202223,12,60689,30018116,Health Card,0
201819,12,87970,30038551,Social Security,178.81
202425,12,148086,30118853,Social Security,0.84
201819,12,114194,30060070,Social Security,0
201718,12,6024,10001207,Social Security,0
201718,12,84616,30035091,Social Security,64.24
201819,12,124049,30091848,Social Security,0
202223,12,160921,30020873,Social Security,0
202223,12,90081,30026905,Social Security,0
202122,12,86061,30036628,NULL,8.8
202223,12,99530,30075977,Social Security,0
202223,12,152294,30031625,Social Security,0
201718,12,72886,30017735,Social Security,0
202122,12,81827,30032156,Social Security,0
202425,12,13749,10013648,Social Security,0
201819,12,140299,30087208,Social Security,0
201920,12,136432,30083138,Health Card,0
202021,12,133171,30087905,Health Card,0
202223,12,98074,30082945,Social Security,0
202324,12,155147,30037409,Social Security,210.14
201920,12,131465,30077951,Health Card,61.36
202122,12,112355,30038112,Social Security,190.05
202425,12,11056,10010956,Social Security,231.92
202425,12,82534,30032899,Social Security,191.21
201819,12,135945,30019813,Social Security,0
201920,12,129872,30033556,Health Card,0
202324,12,87277,30037856,Social Security,266.93
202021,12,109318,30071893,Health Card,0
202324,12,160258,30037979,Social Security,591.67
202324,12,89255,30039837,Social Security,0
201718,12,31630,30071732,Social Security,0
202021,12,37175,30004921,Social Security,0
201718,12,10785,10010684,Social Security,0
201819,12,134248,30037415,Health Card,1353.52
202324,12,138137,30039072,Social Security,93.84
202425,12,156134,30033721,Social Security,443.73
202324,12,87773,30038352,Social Security,61.96
202425,12,29418,10007849,Health Card,0
202223,12,32849,10005527,Social Security,0
201718,12,87921,30038502,Social Security,92.13
201819,12,11594,10011493,Health Card,0
201819,12,96271,30077915,Social Security,16.75
202122,12,65442,30023492,Social Security,0
202324,12,5123,10005022,Health Card,0
201920,12,92508,30039433,Social Security,32.46
201920,12,147681,30034307,Social Security,165.12
202425,12,82625,30032993,Health Card,253.49
201819,12,122176,30076274,Social Security,4.82
201920,12,122402,30079940,Social Security,0
202122,12,61228,30032612,Health Card,260.97
202425,12,156777,30034600,Social Security,184.24
201819,12,44257,30004906,Social Security,0
202324,12,87937,30038518,Social Security,0
201920,12,1570,30089809,Social Security,2.66
202122,12,151832,10015475,Social Security,0
201718,12,13361,10013260,Social Security,26716.09
201718,12,138916,30085785,Health Card,0
201718,12,26010,30014617,Social Security,0
202223,12,62846,30021024,Health Card,0
201819,12,93846,10014318,Veteran,224.52
201819,12,30950,30083992,Health Card,165.27
202425,12,66942,30026606,Health Card,0
201718,12,27627,30051801,Social Security,0
201920,12,139594,30014035,Social Security,85.95
202223,12,75978,30051829,Social Security,0
202324,12,143009,30090007,Social Security,0
202223,12,116868,30031640,Social Security,235.68
202425,12,130130,30037893,Social Security,196.6
201920,12,137241,10021622,Social Security,0
201920,12,85353,30036284,NULL,69.25
202324,12,85707,30036274,NULL,11.81
201718,12,18152,10006306,Social Security,0
201920,12,96039,30046030,Social Security,0
201718,12,76153,30057924,Social Security,0
201819,12,121248,30067126,Social Security,0
202021,12,29542,10020223,Health Card,174.61
202425,12,3450,30005488,Social Security,231.99
202021,12,105878,30088048,Social Security,76.49
201718,12,74119,30078115,Social Security,0
202021,12,66643,10001188,Health Card,312.1
202223,12,15639,10015538,NULL,0
202425,12,26369,30089039,Social Security,0
201819,12,86476,30037049,Social Security,190.53
201920,12,86126,30036720,Social Security,17.57
202122,12,51491,30009985,Social Security,149.37
202324,12,137060,10017084,Social Security,0
202425,12,55531,30048326,Social Security,202.37
201718,12,130014,30076444,Social Security,0
201920,12,87561,30038140,Social Security,230.73
202223,12,146762,30051876,Social Security,0
201718,12,88361,30038943,NULL,25
202021,12,139702,10006752,Health Card,0
202223,12,156541,10010378,Social Security,0
202425,12,26706,30076649,Social Security,27.82
201718,12,141978,30088896,Health Card,0
202223,12,133766,30080554,Social Security,0
202425,12,152574,30120223,Health Card,617.79
202425,12,50011,10004887,Social Security,1.79
202425,12,163116,10019362,Health Card,149.72
202122,12,63018,30078447,Health Card,0
202425,12,134202,30031948,Social Security,261.78
202324,12,3019,10019284,Health Card,0
201920,12,115156,30084058,Health Card,82.41
202122,12,55531,30048326,Social Security,0
201718,12,94209,30052964,Social Security,0
202324,12,13457,10013356,Social Security,352.99
201920,12,88807,30039389,Social Security,0
