pk_district,pk_account,description
93,30104720,Portland
52,10007452,Warrnambool
93,30096691,Portland
30,10016764,Cobden Urban
93,30023913,Portland
22,10022330,Camperdown
30,10016824,Cobden Urban
30,30087561,Cobden Urban
52,10009095,Warrnambool
52,10013048,Warrnambool
52,10002666,Warrnambool
52,10012845,Warrnambool
52,10008892,Warrnambool
7,30031963,Hamilton
93,30023710,Portland
52,10005099,Warrnambool
52,30004847,Warrnambool
7,30034316,Hamilton
52,30054651,Warrnambool
52,30070944,Warrnambool
92,30092155,Port Fairy
52,10002809,Warrnambool
34,10018780,Lismore & Derrinallum
93,30023521,Portland
52,10000880,Warrnambool
22,10020747,Camperdown
52,30111840,Warrnambool
52,10007309,Warrnambool
30,10016621,Cobden Urban
22,10020973,Camperdown
7,30035584,Hamilton
10,30036436,Penshurst
36,10019481,Mortlake
52,30112043,Warrnambool
7,30035215,Hamilton
52,30119597,Warrnambool
6,30036333,Glenthompson
4,30037587,Coleraine
52,30004621,Warrnambool
93,30027992,Portland
7,30089716,Hamilton
52,10000631,Warrnambool
52,30119228,Warrnambool
7,30094754,Hamilton
52,30011239,Warrnambool
22,10020913,Camperdown
93,30029034,Portland
52,10004959,Warrnambool
93,30021480,Portland
52,10012882,Warrnambool
7,30035275,Hamilton
36,10019421,Mortlake
52,10007249,Warrnambool
34,10018863,Lismore & Derrinallum
52,10009118,Warrnambool
52,10000797,Warrnambool
52,30115773,Warrnambool
93,30027932,Portland
52,10001000,Warrnambool
30,10014125,Cobden Urban
52,10007618,Warrnambool
7,30031820,Hamilton
42,10019988,Port Campbell
42,10019845,Port Campbell
93,30057066,Portland
93,30021540,Portland
93,30023461,Portland
30,10016704,Cobden Urban
48,10014631,Terang
22,10020853,Camperdown
52,30107775,Warrnambool
93,30021314,Portland
92,30052493,Port Fairy
92,30018888,Port Fairy
4,30037527,Coleraine
7,30034399,Hamilton
52,10012762,Warrnambool
93,30028974,Portland
52,30107406,Warrnambool
52,10007415,Warrnambool
7,30035418,Hamilton
22,10022413,Camperdown
93,30023604,Portland
93,30029177,Portland
52,30119394,Warrnambool
52,30090523,Warrnambool
22,10020770,Camperdown
52,10007535,Warrnambool
92,30083774,Port Fairy
30,10016787,Cobden Urban
7,30042036,Hamilton
93,30106953,Portland
52,10000857,Warrnambool
52,30076268,Warrnambool
52,30088090,Warrnambool
7,30034482,Hamilton
42,10019868,Port Campbell
22,30051942,Camperdown
93,30057089,Portland
52,10002500,Warrnambool
5,30044693,Dunkeld
42,30006440,Port Campbell
52,30114167,Warrnambool
52,30118495,Warrnambool
4,30037467,Coleraine
52,10009201,Warrnambool
52,10002583,Warrnambool
7,30034542,Hamilton
52,30107549,Warrnambool
93,30025330,Portland
7,30031880,Hamilton
52,30106530,Warrnambool
52,10000917,Warrnambool
52,10005042,Warrnambool
52,30114310,Warrnambool
7,30035501,Hamilton
30,30000385,Cobden Urban
7,30035298,Hamilton
7,30063616,Hamilton
93,30028891,Portland
52,10007475,Warrnambool
52,30114107,Warrnambool
52,30071940,Warrnambool
52,10012822,Warrnambool
52,10002643,Warrnambool
10,30036496,Penshurst
52,10012679,Warrnambool
52,30086304,Warrnambool
93,30021254,Portland
7,30101455,Hamilton
22,10022496,Camperdown
30,10016990,Cobden Urban
34,10018803,Lismore & Derrinallum
52,10007332,Warrnambool
7,30043702,Hamilton
42,30045896,Port Campbell
52,10009058,Warrnambool
91,30045885,Heywood
93,30023544,Portland
42,10019928,Port Campbell
93,30025473,Portland
52,10002440,Warrnambool
7,30103384,Hamilton
52,30115690,Warrnambool
5,30110200,Dunkeld
52,10012444,Warrnambool
52,10009496,Warrnambool
1,30037652,Balmoral
7,30035192,Hamilton
52,30002480,Warrnambool
92,30066107,Port Fairy
52,10003247,Warrnambool
30,30116552,Cobden Urban
52,30098126,Warrnambool
7,30032567,Hamilton
48,10014866,Terang
4,30037089,Coleraine
7,30034625,Hamilton
7,30031677,Hamilton
93,30028015,Portland
52,30112066,Warrnambool
5,30041713,Dunkeld
7,30034362,Hamilton
36,10019564,Mortlake
52,30112006,Warrnambool
92,30095324,Port Fairy
4,30037149,Coleraine
7,30032507,Hamilton
52,30011737,Warrnambool
52,10006931,Warrnambool
30,30111302,Cobden Urban
52,30088422,Warrnambool
93,30055234,Portland
10,30036459,Penshurst
52,10003187,Warrnambool
52,10012384,Warrnambool
34,30042833,Lismore & Derrinallum
40,10017501,Peterborough
93,30023272,Portland
1,30037712,Balmoral
34,10018886,Lismore & Derrinallum
93,30021706,Portland
92,30018819,Port Fairy
52,10000359,Warrnambool
52,10009556,Warrnambool
93,30021503,Portland
7,30035252,Hamilton
36,10019624,Mortlake
52,10003127,Warrnambool
52,30008992,Warrnambool
52,30002600,Warrnambool
92,30018699,Port Fairy
52,10012181,Warrnambool
7,30032447,Hamilton
7,30056211,Hamilton
52,10000562,Warrnambool
93,30023392,Portland
7,30035395,Hamilton
10,30036579,Penshurst
70,10019175,Darlington
7,30032627,Hamilton
7,30034422,Hamilton
52,10006811,Warrnambool
30,30095533,Cobden Urban
2,30038724,Casterton
92,30020817,Port Fairy
90,30045259,Dartmoor
52,30109238,Warrnambool
52,10000442,Warrnambool
52,10003044,Warrnambool
10,30036662,Penshurst
8,30087344,Macarthur
52,30101930,Warrnambool
92,30020697,Port Fairy
7,30034505,Hamilton
48,10015046,Terang
52,10006728,Warrnambool
4,30036946,Coleraine
52,10012324,Warrnambool
34,10018826,Lismore & Derrinallum
48,10015009,Terang
2,30038784,Casterton
52,10009616,Warrnambool
52,30068969,Warrnambool
93,30028725,Portland
36,30102197,Mortlake
52,10000502,Warrnambool
93,30021563,Portland
4,30079127,Coleraine
93,30023189,Portland
92,30080674,Port Fairy
93,30023475,Portland
52,30011654,Warrnambool
32,30090191,Koroit
93,30097332,Portland
7,30031760,Hamilton
52,30057207,Warrnambool
93,30026077,Portland
32,30062139,Koroit
7,30035335,Hamilton
93,30023332,Portland
48,10014949,Terang
52,30008909,Warrnambool
52,10012264,Warrnambool
93,30021623,Portland
4,30037006,Coleraine
7,30035132,Hamilton
30,10014222,Cobden Urban
93,30028559,Portland
10,30036482,Penshurst
52,30047240,Warrnambool
7,30032590,Hamilton
52,10000645,Warrnambool
93,30028928,Portland
93,30021789,Portland
52,10003270,Warrnambool
92,30020900,Port Fairy
34,10018969,Lismore & Derrinallum
93,30023355,Portland
52,30109404,Warrnambool
10,30036542,Penshurst
52,10003210,Warrnambool
7,30034648,Hamilton
4,30037066,Coleraine
52,30102096,Warrnambool
7,30035169,Hamilton
36,10019541,Mortlake
1,30037735,Balmoral
52,30049925,Warrnambool
34,10018909,Lismore & Derrinallum
7,30032484,Hamilton
5,30110804,Dunkeld
52,30116437,Warrnambool
92,30018842,Port Fairy
52,10009533,Warrnambool
7,30035229,Hamilton
36,10019601,Mortlake
7,30034588,Hamilton
52,30088219,Warrnambool
7,30034445,Hamilton
38,10015497,Noorat & Glenormiston
52,30104841,Warrnambool
52,30092069,Warrnambool
93,30023415,Portland
52,10012347,Warrnambool
52,10000585,Warrnambool
92,30020840,Port Fairy
52,30116603,Warrnambool
92,30018676,Port Fairy
52,30056317,Warrnambool
7,30032650,Hamilton
52,30059265,Warrnambool
10,30036602,Penshurst
52,10003330,Warrnambool
93,30021729,Portland
10,30036685,Penshurst
93,30097166,Portland
52,30059288,Warrnambool
52,30078226,Warrnambool
4,30036923,Coleraine
30,10014139,Cobden Urban
93,30028785,Portland
52,10003413,Warrnambool
7,30051900,Hamilton
52,30119325,Warrnambool
93,30026160,Portland
92,30018902,Port Fairy
92,30018616,Port Fairy
52,10009593,Warrnambool
7,30032424,Hamilton
2,30038867,Casterton
52,30107443,Warrnambool
52,10006645,Warrnambool
22,30115534,Camperdown
22,30108916,Camperdown
93,30021586,Portland
52,30119408,Warrnambool
52,10000525,Warrnambool
90,30040662,Dartmoor
93,30026243,Portland
52,30097499,Warrnambool
93,30028642,Portland
93,30023498,Portland
4,30036983,Coleraine
7,30035109,Hamilton
12,30046470,Tarrington
52,30116520,Warrnambool
52,10006705,Warrnambool
8,30039355,Macarthur
32,30062162,Koroit
93,30026100,Portland
7,30035312,Hamilton
52,10000668,Warrnambool
7,30032364,Hamilton
7,30034528,Hamilton
52,30005059,Warrnambool
48,10014820,Terang
93,30028536,Portland
2,30038618,Casterton
11,30038928,Sandford
7,30035146,Hamilton
34,10018992,Lismore & Derrinallum
52,30002434,Warrnambool
52,10009450,Warrnambool
14,30038862,Konongwootong Pipeline
93,30021812,Portland
52,10012075,Warrnambool
52,30062079,Warrnambool
7,30073297,Hamilton
93,30025911,Portland
52,30106862,Warrnambool
4,30037195,Coleraine
92,30020863,Port Fairy
93,30057338,Portland
52,30073901,Warrnambool
10,30036565,Penshurst
92,30109845,Port Fairy
7,30091691,Hamilton
2,30038558,Casterton
8,30039295,Macarthur
36,10019518,Mortlake
52,30011631,Warrnambool
52,30112375,Warrnambool
7,30034671,Hamilton
93,30023226,Portland
7,30032258,Hamilton
52,10009805,Warrnambool
52,30113646,Warrnambool
52,10007180,Warrnambool
91,30099699,Heywood
7,30034611,Hamilton
93,30021752,Portland
52,30068651,Warrnambool
52,30005119,Warrnambool
52,10006977,Warrnambool
52,10009390,Warrnambool
2,30038678,Casterton
52,10000728,Warrnambool
7,30032461,Hamilton
92,30018450,Port Fairy
52,30052467,Warrnambool
52,30095395,Warrnambool
48,10015032,Terang
52,30101824,Warrnambool
93,30025791,Portland
10,30036625,Penshurst
52,10012550,Warrnambool
52,30085986,Warrnambool
52,30080270,Warrnambool
93,30023023,Portland
7,30035026,Hamilton
52,30083218,Warrnambool
52,10002938,Warrnambool
52,10012135,Warrnambool
52,10002998,Warrnambool
10,30036708,Penshurst
7,30034943,Hamilton
52,10000396,Warrnambool
52,30109630,Warrnambool
93,30023143,Portland
22,30058099,Camperdown
93,30021669,Portland
52,10012218,Warrnambool
52,30095252,Warrnambool
52,10007120,Warrnambool
4,30037338,Coleraine
93,30023083,Portland
7,30032401,Hamilton
52,30088551,Warrnambool
93,30021609,Portland
32,10018527,Koroit
48,10015092,Terang
52,10000313,Warrnambool
38,10015520,Noorat & Glenormiston
62,10014332,Terang Water Works
5,30053784,Dunkeld
52,10007060,Warrnambool
52,10009330,Warrnambool
52,10012278,Warrnambool
48,10014963,Terang
52,10009722,Warrnambool
4,30037255,Coleraine
52,30119242,Warrnambool
52,10012407,Warrnambool
52,10000110,Warrnambool
34,30108538,Lismore & Derrinallum
48,10014760,Terang
7,30035086,Hamilton
48,10014903,Terang
3,30039203,Cavendish
52,30100470,Warrnambool
52,30085903,Warrnambool
52,10009662,Warrnambool
92,30020946,Port Fairy
93,30028679,Portland
52,10000253,Warrnambool
7,30032341,Hamilton
52,10009865,Warrnambool
52,30014648,Warrnambool
52,10009473,Warrnambool
93,30028513,Portland
52,10012467,Warrnambool
7,30032544,Hamilton
30,10016492,Cobden Urban
48,10014843,Terang
93,30057361,Portland
52,30050234,Warrnambool
52,30005036,Warrnambool
52,10006894,Warrnambool
7,30032175,Hamilton
50,30085811,Timboon
2,30038641,Casterton
52,10003164,Warrnambool
93,30021895,Portland
7,30118103,Hamilton
3,30039226,Cavendish
20,30057497,Allansford
7,30034694,Hamilton
7,30096918,Hamilton
52,30009075,Warrnambool
52,30113872,Warrnambool
4,30037172,Coleraine
7,30035063,Hamilton
48,10014783,Terang
8,30039424,Macarthur
52,10006954,Warrnambool
52,30095063,Warrnambool
52,10002795,Warrnambool
8,30039318,Macarthur
52,30085866,Warrnambool
93,30109177,Portland
52,30080496,Warrnambool
93,30023249,Portland
50,10020135,Timboon
7,30032235,Hamilton
7,30034860,Hamilton
52,10009782,Warrnambool
52,30113669,Warrnambool
93,30025828,Portland
2,30038701,Casterton
52,10012361,Warrnambool
52,30107194,Warrnambool
52,10012158,Warrnambool
52,10003104,Warrnambool
92,30018427,Port Fairy
52,10000336,Warrnambool
52,10009413,Warrnambool
52,30095372,Warrnambool
2,30038535,Casterton
52,10007014,Warrnambool
93,30021775,Portland
10,30036648,Penshurst
36,10019186,Mortlake
52,30011963,Warrnambool
93,30025994,Portland
7,30035003,Hamilton
4,30037112,Coleraine
93,30028393,Portland
52,30086009,Warrnambool
52,30116391,Warrnambool
7,30051946,Hamilton
52,10009579,Warrnambool
52,10000419,Warrnambool
52,30076706,Warrnambool
52,10003021,Warrnambool
10,30036731,Penshurst
52,10007097,Warrnambool
36,10019269,Mortlake
93,30082788,Portland
4,30037315,Coleraine
93,30028310,Portland
52,30100433,Warrnambool
7,30032318,Hamilton
52,30109713,Warrnambool
7,30034980,Hamilton
52,10009639,Warrnambool
52,30059251,Warrnambool
7,30032378,Hamilton
2,30038475,Casterton
52,10012301,Warrnambool
2,30038761,Casterton
48,10014986,Terang
52,10009699,Warrnambool
30,10016349,Cobden Urban
48,10015069,Terang
93,30021692,Portland
52,10003081,Warrnambool
93,30021978,Portland
32,30118910,Koroit
4,30037232,Coleraine
22,30117804,Camperdown
93,30100100,Portland
7,30118329,Hamilton
52,10002878,Warrnambool
52,10000479,Warrnambool
92,30018570,Port Fairy
92,30101979,Port Fairy
92,30020969,Port Fairy
7,30040064,Hamilton
52,30011880,Warrnambool
93,30114667,Portland
4,30037029,Coleraine
92,30018367,Port Fairy
48,10014926,Terang
93,30025708,Portland
7,30034920,Hamilton
52,10000276,Warrnambool
40,30119765,Peterborough
93,30029887,Portland
52,10002603,Warrnambool
92,30020402,Port Fairy
93,30023976,Portland
92,30018344,Port Fairy
52,30113540,Warrnambool
52,10013426,Warrnambool
52,10007455,Warrnambool
52,30080808,Warrnambool
52,10004661,Warrnambool
7,30034439,Hamilton
7,30099580,Hamilton
36,30113063,Mortlake
52,10000485,Warrnambool
52,30050074,Warrnambool
52,10004398,Warrnambool
93,30029827,Portland
22,10021749,Camperdown
52,10011368,Warrnambool
52,30075956,Warrnambool
52,10000545,Warrnambool
83,10013902,Cobden Water Works
52,10005457,Warrnambool
20,30114909,Allansford
52,10007515,Warrnambool
52,10009573,Warrnambool
48,30110881,Terang
7,30034319,Hamilton
52,30007698,Warrnambool
52,10005660,Warrnambool
52,10011571,Warrnambool
7,30041289,Hamilton
10,30036476,Penshurst
44,10017416,Purnim
52,30106450,Warrnambool
7,30030323,Hamilton
52,30119331,Warrnambool
52,10011428,Warrnambool
52,30070045,Warrnambool
24,10016076,Camperdown Rural
93,30028032,Portland
22,10022012,Camperdown
52,10004458,Warrnambool
7,30030526,Hamilton
52,10013366,Warrnambool
52,10002483,Warrnambool
22,10021809,Camperdown
34,10019098,Lismore & Derrinallum
7,30051233,Hamilton
52,10009453,Warrnambool
52,10005517,Warrnambool
52,30091631,Warrnambool
7,30054110,Hamilton
7,30032321,Hamilton
93,30027829,Portland
7,30030383,Hamilton
52,10004518,Warrnambool
52,30110566,Warrnambool
22,10021952,Camperdown
30,30004106,Cobden Urban
52,30041226,Warrnambool
24,10016159,Camperdown Rural
52,10011511,Warrnambool
52,30011634,Warrnambool
52,30004641,Warrnambool
93,30103200,Portland
93,30023773,Portland
52,10013569,Warrnambool
52,10002400,Warrnambool
52,30061077,Warrnambool
48,10015799,Terang
52,30004724,Warrnambool
52,30007781,Warrnambool
93,30030030,Portland
24,10016219,Camperdown Rural
93,30025891,Portland
7,30034236,Hamilton
40,10017713,Peterborough
7,30034522,Hamilton
34,10019158,Lismore & Derrinallum
48,30087034,Terang
93,30027972,Portland
7,30032464,Hamilton
52,10000628,Warrnambool
52,30115335,Warrnambool
52,10007575,Warrnambool
93,30025951,Portland
52,30011574,Warrnambool
52,10013486,Warrnambool
22,10021892,Camperdown
52,10013283,Warrnambool
93,30027912,Portland
7,30032404,Hamilton
92,30054989,Port Fairy
52,10002543,Warrnambool
91,30029709,Heywood
36,30016046,Mortlake
40,30110940,Peterborough
52,30059245,Warrnambool
7,30096523,Hamilton
7,30034379,Hamilton
7,30030443,Hamilton
52,10005600,Warrnambool
14,30038816,Konongwootong Pipeline
22,30106068,Camperdown
52,30082783,Warrnambool
52,10007372,Warrnambool
92,30020319,Port Fairy
34,10019015,Lismore & Derrinallum
52,30115478,Warrnambool
52,30071900,Warrnambool
52,10005374,Warrnambool
7,30032298,Hamilton
7,30034402,Hamilton
92,30018321,Port Fairy
52,10011285,Warrnambool
52,10002580,Warrnambool
48,10015656,Terang
46,10015953,Simpson
22,10021726,Camperdown
52,10004684,Warrnambool
52,10007538,Warrnambool
92,30050100,Port Fairy
4,30109529,Coleraine
52,30075979,Warrnambool
7,30049341,Hamilton
52,10000568,Warrnambool
52,30013466,Warrnambool
52,30006496,Warrnambool
52,30113563,Warrnambool
22,30110018,Camperdown
52,30113457,Warrnambool
52,30115621,Warrnambool
52,10011345,Warrnambool
52,10013509,Warrnambool
10,30036499,Penshurst
52,30091857,Warrnambool
36,30009196,Mortlake
52,10011405,Warrnambool
93,30023690,Portland
52,30070068,Warrnambool
52,30113397,Warrnambool
34,10019075,Lismore & Derrinallum
52,30071817,Warrnambool
7,30034462,Hamilton
22,10021786,Camperdown
93,30025854,Portland
93,30090153,Portland
52,10002460,Warrnambool
52,10007478,Warrnambool
93,30027852,Portland
52,10004624,Warrnambool
52,30076122,Warrnambool
44,10017439,Purnim
92,30020425,Port Fairy
52,10005494,Warrnambool
52,10007658,Warrnambool
93,30023893,Portland
36,10019753,Mortlake
52,10004541,Warrnambool
93,30027995,Portland
22,10021929,Camperdown
52,30119248,Warrnambool
20,10013962,Allansford
7,30034605,Hamilton
48,10015822,Terang
52,30113337,Warrnambool
52,10007681,Warrnambool
40,10017690,Peterborough
52,10005577,Warrnambool
93,30029661,Portland
52,10013592,Warrnambool
7,30032524,Hamilton
52,10002437,Warrnambool
52,30102551,Warrnambool
52,30013383,Warrnambool
92,30020282,Port Fairy
93,30120624,Portland
52,30108462,Warrnambool
52,10004481,Warrnambool
93,30029721,Portland
7,30032441,Hamilton
92,30020199,Port Fairy
48,10015739,Terang
10,30036416,Penshurst
24,10016242,Camperdown Rural
93,30023750,Portland
52,30006782,Warrnambool
52,30097768,Warrnambool
40,10017630,Peterborough
52,10007598,Warrnambool
93,30025974,Portland
7,30032381,Hamilton
52,10002520,Warrnambool
52,10000651,Warrnambool
7,30034545,Hamilton
52,10005434,Warrnambool
52,30104369,Warrnambool
93,30023810,Portland
24,30051951,Camperdown Rural
22,10021869,Camperdown
20,30070401,Allansford
52,10007741,Warrnambool
7,30032238,Hamilton
52,30070151,Warrnambool
52,30104572,Warrnambool
7,30041146,Hamilton
46,30076282,Simpson
52,30110483,Warrnambool
14,30038839,Konongwootong Pipeline
10,30036559,Penshurst
93,30053448,Portland
93,30025771,Portland
52,10013652,Warrnambool
52,10011488,Warrnambool
52,10009619,Warrnambool
52,10005351,Warrnambool
93,30029933,Portland
92,30089350,Port Fairy
52,10009204,Warrnambool
1,30037606,Balmoral
20,30011755,Allansford
52,10000499,Warrnambool
40,10017547,Peterborough
52,30102348,Warrnambool
52,10011262,Warrnambool
52,10007561,Warrnambool
7,30032275,Hamilton
52,30080702,Warrnambool
34,10019052,Lismore & Derrinallum
52,30004415,Warrnambool
52,10000439,Warrnambool
52,10007824,Warrnambool
52,10011322,Warrnambool
52,10000854,Warrnambool
52,30013443,Warrnambool
52,10004767,Warrnambool
52,10002497,Warrnambool
7,30030692,Hamilton
10,30036522,Penshurst
42,30118897,Port Campbell
40,10017607,Peterborough
22,10021643,Camperdown
52,30112587,Warrnambool
52,30091880,Warrnambool
52,10013735,Warrnambool
52,30119142,Warrnambool
52,10013532,Warrnambool
52,10005291,Warrnambool
34,10019112,Lismore & Derrinallum
7,30043393,Hamilton
7,30034688,Hamilton
24,10016445,Camperdown Rural
52,30093380,Warrnambool
52,30069676,Warrnambool
52,30002892,Warrnambool
7,30034485,Hamilton
10,30036642,Penshurst
22,10021763,Camperdown
52,10009407,Warrnambool
36,10019813,Mortlake
52,30104286,Warrnambool
52,30041475,Warrnambool
52,10004647,Warrnambool
52,10000711,Warrnambool
52,30011657,Warrnambool
48,30087071,Terang
52,10011202,Warrnambool
52,30093583,Warrnambool
52,10009822,Warrnambool
93,30025665,Portland
93,30029993,Portland
36,10019730,Mortlake
52,10000296,Warrnambool
52,10004564,Warrnambool
52,10000319,Warrnambool
93,30028018,Portland
7,30030775,Hamilton
40,10017667,Peterborough
52,10009347,Warrnambool
92,30095464,Port Fairy
70,10019172,Darlington
52,10007704,Warrnambool
52,30078787,Warrnambool
52,30083115,Warrnambool
93,30025808,Portland
93,30024225,Portland
52,30013360,Warrnambool
7,30032155,Hamilton
8,30039381,Macarthur
52,10002414,Warrnambool
